wave,account,status,name,link,chat_id,notes
4,acc2,done,gamedev_vakansii,https://t.me/gamedev_vakansii,2751268090,owner-2026-06-12
4,acc3,done,gamedevjob,https://t.me/gamedevjob,1109222536,owner-2026-06-12
4,acc1,done,gamedevjobtinder,https://t.me/gamedevjobtinder,1621850024,owner-2026-06-12
4,acc2,done,Gamedevjobs,https://t.me/Gamedevjobs,1131473833,owner-2026-06-12
4,acc3,done,GameDev_and_Tech_vacancy,https://t.me/GameDev_and_Tech_vacancy,1880470709,owner-2026-06-12
4,acc1,done,gdjobs,https://t.me/gdjobs,1535202319,owner-2026-06-12
4,acc2,done,hireproproduct,https://t.me/hireproproduct,1113141406,owner-2026-06-12
4,acc3,done,hh_vacancy_product_project,https://t.me/hh_vacancy_product_project,2656356009,owner-2026-06-12
4,acc1,done,HRArchitect,https://t.me/HRArchitect,1507798899,owner-2026-06-12
4,acc2,done,HRity,https://t.me/HRity,1063706835,owner-2026-06-12
4,acc3,done,HRTechRU,https://t.me/HRTechRU,1546592282,owner-2026-06-12
4,acc1,done,ipomogator,https://t.me/ipomogator,3363793339,owner-2026-06-12
4,acc2,fail,itarchitect_jobs,https://t.me/itarchitect_jobs,,owner-2026-06-12
4,acc3,done,java_c_net_golang_jobs,https://t.me/java_c_net_golang_jobs,2265598787,owner-2026-06-12
4,acc1,done,javascript_jobs,https://t.me/javascript_jobs,1050008285,owner-2026-06-12
4,acc2,done,javascript_jobs_feed,https://t.me/javascript_jobs_feed,1110946746,owner-2026-06-12
4,acc3,done,job_gamedev,https://t.me/job_gamedev,1682988147,owner-2026-06-12
4,acc1,done,job_web3,https://t.me/job_web3,1458440404,owner-2026-06-12
4,acc2,done,job_webdev,https://t.me/job_webdev,1850985741,owner-2026-06-12
4,acc3,done,jobpower,https://t.me/jobpower,1071985215,owner-2026-06-12
4,acc1,done,jobs_design,https://t.me/jobs_design,1466077272,owner-2026-06-12
4,acc2,done,JobsforDevsandOps,https://t.me/JobsforDevsandOps,1184214119,owner-2026-06-12
4,acc3,done,kadrof_work,https://t.me/kadrof_work,1367389085,owner-2026-06-12
4,acc1,done,kopirayt,https://t.me/kopirayt,1145045711,owner-2026-06-12
4,acc2,done,kopirayter_kopirayting,https://t.me/kopirayter_kopirayting,1601260147,owner-2026-06-12
4,acc3,done,marketing_jobs,https://t.me/marketing_jobs,1122046018,owner-2026-06-12
4,acc1,done,mobile_jobs,https://t.me/mobile_jobs,1054966032,owner-2026-06-12
4,acc2,done,mobiledevjob,https://t.me/mobiledevjob,1249747300,owner-2026-06-12
4,acc3,done,native_job,https://t.me/native_job,2128434940,owner-2026-06-12
4,acc1,pending,need_a_writer,https://t.me/need_a_writer,,owner-2026-06-12
4,acc2,done,noexperience,https://t.me/noexperience,1400814782,owner-2026-06-12
4,acc3,done,normrabota,https://t.me/normrabota,1113237926,owner-2026-06-12
4,acc1,pending,novobranez,https://t.me/novobranez,,owner-2026-06-12
4,acc2,done,partnerkin_job,https://t.me/partnerkin_job,1192851538,owner-2026-06-12
4,acc3,done,perezvonyu,https://t.me/perezvonyu,1109597805,owner-2026-06-12
4,acc1,done,prwork,https://t.me/prwork,1036032163,owner-2026-06-12
4,acc2,done,product_jobs,https://t.me/product_jobs,1205373966,owner-2026-06-12
4,acc3,pending,product_project_hr_geeklink,https://t.me/product_project_hr_geeklink,,owner-2026-06-12
4,acc1,done,productjobgo,https://t.me/productjobgo,1311743791,owner-2026-06-12
4,acc2,done,products_jobs,https://t.me/products_jobs,1088399568,owner-2026-06-12
4,acc3,done,profiwork,https://t.me/profiwork,1286840620,owner-2026-06-12
4,acc1,done,projects_jobs,https://t.me/projects_jobs,1095758423,owner-2026-06-12
4,acc2,done,projects_jobs_feed,https://t.me/projects_jobs_feed,1229149302,owner-2026-06-12
4,acc3,done,qa_jobs,https://t.me/qa_jobs,1089317451,owner-2026-06-12
4,acc1,done,rabota_v_gamedeve,https://t.me/rabota_v_gamedeve,1454158341,owner-2026-06-12
4,acc2,done,remote_ru,https://t.me/remote_ru,1600744880,owner-2026-06-12
4,acc3,done,rueventjob,https://t.me/rueventjob,1329809676,owner-2026-06-12
4,acc1,done,runello_rus_backend,https://t.me/runello_rus_backend,1344577123,owner-2026-06-12
4,acc2,done,runello_rus_frontend,https://t.me/runello_rus_frontend,1552358777,owner-2026-06-12
4,acc3,done,saba_hunter,https://t.me/saba_hunter,1547286951,owner-2026-06-12
4,acc1,done,self_ma,https://t.me/self_ma,1271485384,owner-2026-06-12
4,acc2,done,seohr,https://t.me/seohr,1017371671,owner-2026-06-12
4,acc3,done,soliditydevjobs,https://t.me/soliditydevjobs,1756381708,owner-2026-06-12
4,acc1,done,stage_1st,https://t.me/stage_1st,1218368406,owner-2026-06-12
4,acc2,fail,sysadmin_rabota,https://t.me/sysadmin_rabota,,owner-2026-06-12
4,acc3,done,textodromo,https://t.me/textodromo,1400175014,owner-2026-06-12
4,acc1,done,theyseeku,https://t.me/theyseeku,1143063102,owner-2026-06-12
4,acc2,done,tolokaSeek,https://t.me/tolokaSeek,1446782775,owner-2026-06-12
4,acc3,done,tzprofi_job,https://t.me/tzprofi_job,1343235700,owner-2026-06-12
4,acc1,done,uiux_jb,https://t.me/uiux_jb,1928251761,owner-2026-06-12
4,acc2,done,uiux_jobs,https://t.me/uiux_jobs,1087583488,owner-2026-06-12
4,acc3,done,uiux_jobs_resumes,https://t.me/uiux_jobs_resumes,1361592424,owner-2026-06-12
4,acc1,done,uxui_jobs,https://t.me/uxui_jobs,1161968805,owner-2026-06-12
4,acc2,done,vacanciesrus,https://t.me/vacanciesrus,1005154620,owner-2026-06-12
4,acc3,done,vacancysmm,https://t.me/vacancysmm,1308418619,owner-2026-06-12
4,acc1,done,webfrl,https://t.me/webfrl,1031532699,owner-2026-06-12
4,acc2,done,Well_paid_Job,https://t.me/Well_paid_Job,1089613997,owner-2026-06-12
4,acc3,done,Work4writers,https://t.me/Work4writers,1126256971,owner-2026-06-12
4,acc1,done,workathomerus,https://t.me/workathomerus,1119759248,owner-2026-06-12
4,acc2,done,workk_on,https://t.me/workk_on,1303819569,owner-2026-06-12
4,acc3,done,workzavr,https://t.me/workzavr,1535757311,owner-2026-06-12
4,acc1,done,young_gamedev,https://t.me/young_gamedev,1554207312,owner-2026-06-12
4,acc2,done,yourweb3jobs,https://t.me/yourweb3jobs,1535831933,owner-2026-06-12
4,acc3,done,zapwork,https://t.me/zapwork,1342741755,owner-2026-06-12
4,acc1,done,Designs_job,https://t.me/Designs_job,1731384171,owner-2026-06-12
