wave,account,status,name,link,chat_id,notes,kind,subscribers
5,acc2,pending,ruwiw,https://t.me/ruwiw,,owner-2026-06-15,chat,7858
5,acc3,pending,chat_frilans,https://t.me/chat_frilans,,owner-2026-06-15,chat,7852
5,acc1,pending,saveleadclub,https://t.me/saveleadclub,,owner-2026-06-15,chat,7846
5,acc2,pending,rabotu2_naity_podrabotkuc_ishu,https://t.me/rabotu2_naity_podrabotkuc_ishu,,owner-2026-06-15,chat,7807
5,acc3,pending,arabicuxui,https://t.me/arabicuxui,,owner-2026-06-15,chat,7771
5,acc1,pending,work_init,https://t.me/work_init,,owner-2026-06-15,chat,7764
5,acc2,pending,avitochatik777,https://t.me/avitochatik777,,owner-2026-06-15,chat,7740
5,acc3,pending,work_it_tg,https://t.me/work_it_tg,,owner-2026-06-15,chat,7711
5,acc1,pending,hiring_relocatin_hr_it,https://t.me/hiring_relocatin_hr_it,,owner-2026-06-15,chat,7711
5,acc2,pending,avito_chatiks,https://t.me/avito_chatiks,,owner-2026-06-15,chat,7651
5,acc3,pending,top_freelance_job,https://t.me/top_freelance_job,,owner-2026-06-15,chat,7605
5,acc1,pending,avito_chati,https://t.me/avito_chati,,owner-2026-06-15,chat,7193
5,acc2,pending,limbo_v_zopy,https://t.me/limbo_v_zopy,,owner-2026-06-15,chat,7168
5,acc3,pending,moneyfreelancechat,https://t.me/moneyfreelancechat,,owner-2026-06-15,chat,7145
5,acc1,pending,rabota_at,https://t.me/rabota_at,,owner-2026-06-15,chat,6946
5,acc2,pending,reklamabai,https://t.me/reklamabai,,owner-2026-06-15,chat,6925
5,acc3,pending,freelance1111,https://t.me/freelance1111,,owner-2026-06-15,chat,6910
5,acc1,pending,moneymaniagreen,https://t.me/moneymaniagreen,,owner-2026-06-15,chat,6904
5,acc2,pending,pomogatorofficial,https://t.me/pomogatorofficial,,owner-2026-06-15,chat,6533
5,acc3,pending,nanyatassistentachat,https://t.me/nanyatassistentachat,,owner-2026-06-15,chat,6467
5,acc1,pending,distantworkchat,https://t.me/distantworkchat,,owner-2026-06-15,chat,6462
5,acc2,pending,workyourbutt,https://t.me/workyourbutt,,owner-2026-06-15,chat,6384
5,acc3,pending,feedback_rabota,https://t.me/feedback_rabota,,owner-2026-06-15,chat,6343
5,acc1,pending,freelance_vacansy_of_yarobl,https://t.me/freelance_vacansy_of_yarobl,,owner-2026-06-15,chat,6308
5,acc2,pending,udalennaia_rabotaka,https://t.me/udalennaia_rabotaka,,owner-2026-06-15,chat,6222
5,acc3,pending,frilans_chati,https://t.me/frilans_chati,,owner-2026-06-15,chat,6168
5,acc1,pending,freelancer_24,https://t.me/freelancer_24,,owner-2026-06-15,chat,6143
5,acc2,pending,frilance_jobe_chat,https://t.me/frilance_jobe_chat,,owner-2026-06-15,chat,6118
5,acc3,pending,pomagator_frilanser,https://t.me/pomagator_frilanser,,owner-2026-06-15,chat,6105
5,acc1,pending,na_frilance,https://t.me/na_frilance,,owner-2026-06-15,chat,6082
5,acc2,pending,avitochattik,https://t.me/avitochattik,,owner-2026-06-15,chat,6076
5,acc3,pending,smm_alm,https://t.me/smm_alm,,owner-2026-06-15,chat,6075
5,acc1,pending,bizbezproblem,https://t.me/bizbezproblem,,owner-2026-06-15,chat,6054
5,acc2,pending,avitochatkosms,https://t.me/avitochatkosms,,owner-2026-06-15,chat,6028
5,acc3,pending,programmistov_chat,https://t.me/programmistov_chat,,owner-2026-06-15,chat,5998
5,acc1,pending,kryloff_vakansii,https://t.me/kryloff_vakansii,,owner-2026-06-15,chat,5977
5,acc2,pending,shabashkikazan,https://t.me/shabashkikazan,,owner-2026-06-15,chat,5973
5,acc3,pending,udalenka_kryloff,https://t.me/udalenka_kryloff,,owner-2026-06-15,chat,5911
5,acc1,pending,avitoverifff,https://t.me/avitoverifff,,owner-2026-06-15,chat,5897
5,acc2,pending,frilans_restoran_kaliningrad,https://t.me/frilans_restoran_kaliningrad,,owner-2026-06-15,chat,5859
5,acc3,pending,frilansinet,https://t.me/frilansinet,,owner-2026-06-15,chat,5830
5,acc1,pending,freelance_dvig,https://t.me/freelance_dvig,,owner-2026-06-15,chat,5746
5,acc2,pending,remotjob,https://t.me/remotjob,,owner-2026-06-15,chat,5647
5,acc3,pending,kompyuter_jumis,https://t.me/kompyuter_jumis,,owner-2026-06-15,chat,5577
5,acc1,pending,eco_himchistka_chat,https://t.me/eco_himchistka_chat,,owner-2026-06-15,chat,5567
5,acc2,pending,jobfl_chat,https://t.me/jobfl_chat,,owner-2026-06-15,chat,5559
5,acc3,pending,top_inviting_telegram,https://t.me/top_inviting_telegram,,owner-2026-06-15,chat,5555
5,acc1,pending,freelance_va,https://t.me/freelance_va,,owner-2026-06-15,chat,5514
5,acc2,pending,zakazyfreelance,https://t.me/zakazyfreelance,,owner-2026-06-15,chat,5485
5,acc3,pending,itjobonline,https://t.me/itjobonline,,owner-2026-06-15,chat,5436
5,acc1,pending,frilanc_topchat,https://t.me/frilanc_topchat,,owner-2026-06-15,chat,5370
5,acc2,pending,workjob2,https://t.me/workjob2,,owner-2026-06-15,chat,5341
5,acc3,pending,jobcht,https://t.me/jobcht,,owner-2026-06-15,chat,5294
5,acc1,pending,tofind_pro,https://t.me/tofind_pro,,owner-2026-06-15,chat,5255
5,acc2,pending,avitoaztecchat,https://t.me/avitoaztecchat,,owner-2026-06-15,chat,5222
5,acc3,pending,rabota_podrabotka_frilanserom,https://t.me/rabota_podrabotka_frilanserom,,owner-2026-06-15,chat,5215
5,acc1,pending,avitomkchat,https://t.me/avitomkchat,,owner-2026-06-15,chat,5181
5,acc2,pending,freelancechatikk,https://t.me/freelancechatikk,,owner-2026-06-15,chat,5167
5,acc3,pending,forexworkkiev,https://t.me/forexworkkiev,,owner-2026-06-15,chat,5158
5,acc1,pending,freetasks,https://t.me/freetasks,,owner-2026-06-15,channel,219708
5,acc2,pending,m_marketd,https://t.me/m_marketd,,owner-2026-06-15,channel,158720
5,acc3,pending,rabotachanne,https://t.me/rabotachanne,,owner-2026-06-15,channel,134430
5,acc1,pending,udalenka_vakansiii,https://t.me/udalenka_vakansiii,,owner-2026-06-15,channel,104798
5,acc2,pending,rabotay,https://t.me/rabotay,,owner-2026-06-15,channel,82871
5,acc3,pending,rabota_na_domu,https://t.me/rabota_na_domu,,owner-2026-06-15,channel,77668
5,acc1,pending,rabota_na_domue,https://t.me/rabota_na_domue,,owner-2026-06-15,channel,76031
5,acc2,pending,rabota_onlain,https://t.me/rabota_onlain,,owner-2026-06-15,channel,75678
5,acc3,pending,udalennaya_rabota5,https://t.me/udalennaya_rabota5,,owner-2026-06-15,channel,68907
5,acc1,pending,naudalenkebro,https://t.me/naudalenkebro,,owner-2026-06-15,channel,67041
5,acc2,pending,vacanciesmarketing,https://t.me/vacanciesmarketing,,owner-2026-06-15,channel,61479
5,acc3,pending,it_vakansii_jobs,https://t.me/it_vakansii_jobs,,owner-2026-06-15,channel,56268
5,acc1,pending,young_june,https://t.me/young_june,,owner-2026-06-15,channel,51567
5,acc2,pending,figmaweb,https://t.me/figmaweb,,owner-2026-06-15,channel,46805
5,acc3,pending,udalennaya_rabotai,https://t.me/udalennaya_rabotai,,owner-2026-06-15,channel,44731
5,acc1,pending,freelancce,https://t.me/freelancce,,owner-2026-06-15,channel,43772
5,acc2,pending,frilans_rabota_vakansii,https://t.me/frilans_rabota_vakansii,,owner-2026-06-15,channel,42517
5,acc3,pending,udalenka_onlayn,https://t.me/udalenka_onlayn,,owner-2026-06-15,channel,40563
5,acc1,pending,foxxflowbot,https://t.me/foxxflowbot,,owner-2026-06-15,channel,40156
5,acc2,pending,polyaluzjob,https://t.me/polyaluzjob,,owner-2026-06-15,channel,37124
5,acc3,pending,udalennaya_rabotald,https://t.me/udalennaya_rabotald,,owner-2026-06-15,channel,37077
5,acc1,pending,udalenkadl,https://t.me/udalenkadl,,owner-2026-06-15,channel,36905
5,acc2,pending,zarabotok_na_otzivahhh,https://t.me/zarabotok_na_otzivahhh,,owner-2026-06-15,channel,32993
5,acc3,pending,loomsu,https://t.me/loomsu,,owner-2026-06-15,channel,32205
5,acc1,pending,getclient,https://t.me/getclient,,owner-2026-06-15,channel,31132
5,acc2,pending,work_from_lina,https://t.me/work_from_lina,,owner-2026-06-15,channel,30289
5,acc3,pending,freelance_tut,https://t.me/freelance_tut,,owner-2026-06-15,channel,29464
5,acc1,pending,vakansii_0,https://t.me/vakansii_0,,owner-2026-06-15,channel,27661
5,acc2,pending,proffreelancee,https://t.me/proffreelancee,,owner-2026-06-15,channel,27447
5,acc3,pending,figma60sec,https://t.me/figma60sec,,owner-2026-06-15,channel,27322
5,acc1,pending,ruhelpers,https://t.me/ruhelpers,,owner-2026-06-15,channel,27274
5,acc2,pending,lavorotg,https://t.me/lavorotg,,owner-2026-06-15,channel,27005
5,acc3,pending,udalenka7,https://t.me/udalenka7,,owner-2026-06-15,channel,26443
5,acc1,pending,kopilka_frilansera,https://t.me/kopilka_frilansera,,owner-2026-06-15,channel,26409
5,acc2,pending,remote_job_offers,https://t.me/remote_job_offers,,owner-2026-06-15,channel,25702
5,acc3,pending,workitkz,https://t.me/workitkz,,owner-2026-06-15,channel,25078
5,acc1,pending,marketing_solodar,https://t.me/marketing_solodar,,owner-2026-06-15,channel,23913
5,acc2,pending,udalennaya_rabotaz,https://t.me/udalennaya_rabotaz,,owner-2026-06-15,channel,23855
5,acc3,pending,youritjob,https://t.me/youritjob,,owner-2026-06-15,channel,22694
5,acc1,pending,onlayn_biznesg,https://t.me/onlayn_biznesg,,owner-2026-06-15,channel,22591
5,acc2,pending,workzilla_vacancies,https://t.me/workzilla_vacancies,,owner-2026-06-15,channel,22232
5,acc3,pending,jobs_juniors_remote,https://t.me/jobs_juniors_remote,,owner-2026-06-15,channel,22013
5,acc1,pending,xcareers,https://t.me/xcareers,,owner-2026-06-15,channel,21556
5,acc2,pending,frilans_hr,https://t.me/frilans_hr,,owner-2026-06-15,channel,21464
5,acc3,pending,frilansb,https://t.me/frilansb,,owner-2026-06-15,channel,20437
5,acc1,pending,sova_freelance,https://t.me/sova_freelance,,owner-2026-06-15,channel,19872
5,acc2,pending,designs_job,https://t.me/designs_job,,owner-2026-06-15,channel,19866
5,acc3,pending,uprockpro,https://t.me/uprockpro,,owner-2026-06-15,channel,19671
5,acc1,pending,onlayn_biznesh,https://t.me/onlayn_biznesh,,owner-2026-06-15,channel,19542
5,acc2,pending,rabotay_tg,https://t.me/rabotay_tg,,owner-2026-06-15,channel,19024
5,acc3,pending,pbondareva,https://t.me/pbondareva,,owner-2026-06-15,channel,19000
5,acc1,pending,uvetrovoi,https://t.me/uvetrovoi,,owner-2026-06-15,channel,18938
5,acc2,pending,vacansii_na_udalenke,https://t.me/vacansii_na_udalenke,,owner-2026-06-15,channel,18827
5,acc3,pending,remote_vakansii,https://t.me/remote_vakansii,,owner-2026-06-15,channel,18196
5,acc1,pending,dizayner_vakansiii,https://t.me/dizayner_vakansiii,,owner-2026-06-15,channel,18160
5,acc2,pending,vakansii_podravotka_frilanserom,https://t.me/vakansii_podravotka_frilanserom,,owner-2026-06-15,channel,18118
5,acc3,pending,freelancekontinent,https://t.me/freelancekontinent,,owner-2026-06-15,channel,18056
5,acc1,pending,udalenka_m,https://t.me/udalenka_m,,owner-2026-06-15,channel,17979
5,acc2,pending,udalenka_vacansii,https://t.me/udalenka_vacansii,,owner-2026-06-15,channel,17878
5,acc3,pending,frwork3,https://t.me/frwork3,,owner-2026-06-15,channel,17810
5,acc1,pending,rabotay_vakansii,https://t.me/rabotay_vakansii,,owner-2026-06-15,channel,17792
5,acc2,pending,tremoters,https://t.me/tremoters,,owner-2026-06-15,channel,17776
5,acc3,pending,frilans_na_legke,https://t.me/frilans_na_legke,,owner-2026-06-15,channel,17634
5,acc1,pending,rabota_v_saratove,https://t.me/rabota_v_saratove,,owner-2026-06-15,channel,17475
5,acc2,pending,geometrium,https://t.me/geometrium,,owner-2026-06-15,channel,17228
5,acc3,pending,rabota_illustrator,https://t.me/rabota_illustrator,,owner-2026-06-15,channel,16831
5,acc1,pending,dubai_vakansii,https://t.me/dubai_vakansii,,owner-2026-06-15,channel,16260
5,acc2,pending,orabotapodrabotka,https://t.me/orabotapodrabotka,,owner-2026-06-15,channel,15998
5,acc3,pending,workzillacom,https://t.me/workzillacom,,owner-2026-06-15,channel,15886
5,acc1,pending,design_mind,https://t.me/design_mind,,owner-2026-06-15,channel,15843
5,acc2,pending,freelanceworkk,https://t.me/freelanceworkk,,owner-2026-06-15,channel,15787
5,acc3,pending,work_from_dom,https://t.me/work_from_dom,,owner-2026-06-15,channel,15581
5,acc1,pending,vakansii12,https://t.me/vakansii12,,owner-2026-06-15,channel,15305
5,acc2,pending,rabrabrab1212,https://t.me/rabrabrab1212,,owner-2026-06-15,channel,14902
5,acc3,pending,workfreelancer,https://t.me/workfreelancer,,owner-2026-06-15,channel,14880
5,acc1,pending,jc_it,https://t.me/jc_it,,owner-2026-06-15,channel,14709
5,acc2,pending,udalennayarabotaa,https://t.me/udalennayarabotaa,,owner-2026-06-15,channel,14007
5,acc3,pending,smartcopywriting,https://t.me/smartcopywriting,,owner-2026-06-15,channel,13798
5,acc1,pending,rabota_v_smolenske,https://t.me/rabota_v_smolenske,,owner-2026-06-15,channel,13796
5,acc2,pending,freeworkfeed,https://t.me/freeworkfeed,,owner-2026-06-15,channel,13556
5,acc3,pending,freelancechoice,https://t.me/freelancechoice,,owner-2026-06-15,channel,13127
5,acc1,pending,freelance_udaleno,https://t.me/freelance_udaleno,,owner-2026-06-15,channel,12924
5,acc2,pending,travelnafrilanse,https://t.me/travelnafrilanse,,owner-2026-06-15,channel,12399
5,acc3,pending,vakanser_freelancer,https://t.me/vakanser_freelancer,,owner-2026-06-15,channel,12333
5,acc1,pending,evgenyuprock,https://t.me/evgenyuprock,,owner-2026-06-15,channel,12199
5,acc2,pending,ya_taly_design,https://t.me/ya_taly_design,,owner-2026-06-15,channel,12186
5,acc3,pending,udalenno_v_bank,https://t.me/udalenno_v_bank,,owner-2026-06-15,channel,12125
5,acc1,pending,fr_free,https://t.me/fr_free,,owner-2026-06-15,channel,11827
5,acc2,pending,black_marla_freelance,https://t.me/black_marla_freelance,,owner-2026-06-15,channel,11802
5,acc3,pending,work_hr,https://t.me/work_hr,,owner-2026-06-15,channel,11734
5,acc1,pending,it_vak,https://t.me/it_vak,,owner-2026-06-15,channel,11518
5,acc2,pending,frilanss,https://t.me/frilanss,,owner-2026-06-15,channel,11478
5,acc3,pending,krisanfalova,https://t.me/krisanfalova,,owner-2026-06-15,channel,11311
5,acc1,pending,starjobmsk,https://t.me/starjobmsk,,owner-2026-06-15,channel,11021
5,acc2,pending,vakanser_digital_smm,https://t.me/vakanser_digital_smm,,owner-2026-06-15,channel,10936
5,acc3,pending,rabota_udalennaya,https://t.me/rabota_udalennaya,,owner-2026-06-15,channel,10873
5,acc1,pending,freelanceeboom,https://t.me/freelanceeboom,,owner-2026-06-15,channel,10768
5,acc2,pending,freelanceshkola,https://t.me/freelanceshkola,,owner-2026-06-15,channel,10637
5,acc3,pending,bbeuxui,https://t.me/bbeuxui,,owner-2026-06-15,channel,10476
5,acc1,pending,udfril,https://t.me/udfril,,owner-2026-06-15,channel,10368
5,acc2,pending,goeducation_ru,https://t.me/goeducation_ru,,owner-2026-06-15,channel,10352
5,acc3,pending,vakansii_it_uchi,https://t.me/vakansii_it_uchi,,owner-2026-06-15,channel,10306
5,acc1,pending,from_jobs,https://t.me/from_jobs,,owner-2026-06-15,channel,9910
5,acc2,pending,tutorial_design,https://t.me/tutorial_design,,owner-2026-06-15,channel,9877
5,acc3,pending,it_vac,https://t.me/it_vac,,owner-2026-06-15,channel,9773
5,acc1,pending,for_case,https://t.me/for_case,,owner-2026-06-15,channel,9615
5,acc2,pending,freelancesmm,https://t.me/freelancesmm,,owner-2026-06-15,channel,9371
5,acc3,pending,vakansii_dlya_dizaynera,https://t.me/vakansii_dlya_dizaynera,,owner-2026-06-15,channel,9351
5,acc1,pending,workremotejob,https://t.me/workremotejob,,owner-2026-06-15,channel,9302
5,acc2,pending,shardcopy,https://t.me/shardcopy,,owner-2026-06-15,channel,9270
5,acc3,pending,teamwork_uz,https://t.me/teamwork_uz,,owner-2026-06-15,channel,9159
5,acc1,pending,jobkachannel,https://t.me/jobkachannel,,owner-2026-06-15,channel,9128
5,acc2,pending,distworkru,https://t.me/distworkru,,owner-2026-06-15,channel,9085
5,acc3,pending,artemnazarovdiz,https://t.me/artemnazarovdiz,,owner-2026-06-15,channel,9027
5,acc1,pending,kutuzova_webdesign,https://t.me/kutuzova_webdesign,,owner-2026-06-15,channel,8983
5,acc2,pending,chatgpt_main,https://t.me/chatgpt_main,,owner-2026-06-15,channel,8914
5,acc3,pending,frilansertut,https://t.me/frilansertut,,owner-2026-06-15,channel,8826
5,acc1,pending,dmshn5,https://t.me/dmshn5,,owner-2026-06-15,channel,8805
5,acc2,pending,jobsdevby,https://t.me/jobsdevby,,owner-2026-06-15,channel,8699
5,acc3,pending,podrabotka_onlaynl,https://t.me/podrabotka_onlaynl,,owner-2026-06-15,channel,8615
5,acc1,pending,rabotamsk_com,https://t.me/rabotamsk_com,,owner-2026-06-15,channel,8461
5,acc2,pending,rabotadevuwki,https://t.me/rabotadevuwki,,owner-2026-06-15,channel,8281
5,acc3,pending,targetsmmvakansii,https://t.me/targetsmmvakansii,,owner-2026-06-15,channel,8221
5,acc1,pending,jdodmdodn,https://t.me/jdodmdodn,,owner-2026-06-15,channel,8123
5,acc2,pending,freelancehuntnews,https://t.me/freelancehuntnews,,owner-2026-06-15,channel,7947
5,acc3,pending,kosmosjoke,https://t.me/kosmosjoke,,owner-2026-06-15,channel,7875
5,acc1,pending,zarababy_ru,https://t.me/zarababy_ru,,owner-2026-06-15,channel,7703
5,acc2,pending,alexey_volkov_aplusb,https://t.me/alexey_volkov_aplusb,,owner-2026-06-15,channel,7577
5,acc3,pending,freelance_joob,https://t.me/freelance_joob,,owner-2026-06-15,channel,7452
5,acc1,pending,recruit_jobs,https://t.me/recruit_jobs,,owner-2026-06-15,channel,7334
5,acc2,pending,freelancevill,https://t.me/freelancevill,,owner-2026-06-15,channel,7252
5,acc3,pending,frilansar,https://t.me/frilansar,,owner-2026-06-15,channel,6581
5,acc1,pending,tilda_profii,https://t.me/tilda_profii,,owner-2026-06-15,channel,6417
5,acc2,pending,freelance2you,https://t.me/freelance2you,,owner-2026-06-15,channel,6371
5,acc3,pending,kadrout,https://t.me/kadrout,,owner-2026-06-15,channel,6133
5,acc1,pending,zadania1000,https://t.me/zadania1000,,owner-2026-06-15,channel,6132
5,acc2,pending,criptoinvestusd,https://t.me/criptoinvestusd,,owner-2026-06-15,channel,6096
5,acc3,pending,prof4,https://t.me/prof4,,owner-2026-06-15,channel,6047
5,acc1,pending,udalenkam,https://t.me/udalenkam,,owner-2026-06-15,channel,6028
5,acc2,pending,itjobsland,https://t.me/itjobsland,,owner-2026-06-15,channel,5890
5,acc3,pending,zarabotok_na_domu9,https://t.me/zarabotok_na_domu9,,owner-2026-06-15,channel,5886
5,acc1,pending,yximikk,https://t.me/yximikk,,owner-2026-06-15,channel,5865
5,acc2,pending,ilshat_biznesolog,https://t.me/ilshat_biznesolog,,owner-2026-06-15,channel,5790
5,acc3,pending,nomadjobs,https://t.me/nomadjobs,,owner-2026-06-15,channel,5746
